ST_RT_NO,CTY_CODE,JURIS,SEG_NO,LANE_CNT,STREET_NAME,TRAF_RT_NO_PREFIX,SIDE_IND,ROUTE_DIR,SPEED_LIMIT,STREET_NAME_NO_SUF,STREET_SUF,RTESIGNING,OBJECTID,GEOMETRYLEN
H193,02,5,0020,2,MERRIMAC ST,,1,E,25,MERRIMAC ,ST,4,2892758,0
H193,02,5,0030,2,PJ MCARDLE RD,,1,E,35,PJ MCARDLE ,RD,4,2892759,0
H222,02,5,0030,2,GRANDVIEW AV,,1,E,25,GRANDVIEW ,AV,4,2892861,0
H338,02,5,0010,4,GENERAL ROBINSON ST,,1,E,25,GENERAL ROBINSON ,ST,4,2893089,0
H339,02,5,0040,2,REEDSDALE ST,,1,E,35,REEDSDALE ,ST,4,2893095,0
H562,02,5,0020,1,PENN AV,,1,N,25,PENN ,AV,4,2893251,0
H562,02,5,0030,2,PENN AV,,1,N,25,PENN ,AV,4,2893252,0
H562,02,5,0040,2,PENN AV,,1,N,25,PENN ,AV,4,2893253,0
H562,02,5,0050,2,PENN AV,,1,N,25,PENN ,AV,4,2893254,0
H562,02,5,0060,2,PENN AV,,1,N,25,PENN ,AV,4,2893255,0
H562,02,5,0070,2,PENN AV,,1,N,25,PENN ,AV,4,2893256,0
H701,02,5,0010,3,FORT PITT BL,,1,E,25,FORT PITT ,BL,4,2893309,0
H702,02,5,0010,4,STANWIX ST,,1,N,25,STANWIX ,ST,4,2893310,0
H702,02,5,0020,4,STANWIX ST,,1,N,25,STANWIX ,ST,4,2893311,0
H702,02,5,0030,4,STANWIX ST,,1,N,25,STANWIX ,ST,4,2893312,0
H702,02,5,0040,4,STANWIX ST,,1,N,25,STANWIX ,ST,4,2893313,0
H703,02,5,0010,2,THIRD AV,,1,E,25,THIRD ,AV,4,2893314,0
H704,02,5,0010,2,ROSS ST,,1,N,25,ROSS ,ST,4,2893315,0
H704,02,5,0020,2,ROSS ST,,1,N,25,ROSS ,ST,4,2893316,0
H704,02,5,0030,4,ROSS ST,,1,N,25,ROSS ,ST,4,2893317,0
H704,02,5,0040,2,ROSS ST,,1,N,25,ROSS ,ST,4,2893318,0
H705,02,5,0010,2,WILLIAM PENN PL,,1,N,25,WILLIAM PENN ,PL,4,2893319,0
H705,02,5,0020,2,WILLIAM PENN PL,,1,N,25,WILLIAM PENN ,PL,4,2893320,0
H705,02,5,0030,2,WILLIAM PENN PL,,1,N,25,WILLIAM PENN ,PL,4,2893321,0
H705,02,5,0040,2,CHERRY WY,,1,N,25,CHERRY ,WY,4,2893322,0
H706,02,5,0010,1,FOURTH AV,,1,E,25,FOURTH ,AV,4,2893323,0
H706,02,5,0020,2,FOURTH AV,,1,E,25,FOURTH ,AV,4,2893324,0
H706,02,5,0030,1,FOURTH AV,,1,E,25,FOURTH ,AV,4,2893325,0
H707,02,5,0010,2,WOOD ST,,1,N,25,WOOD ,ST,4,2893326,0
H708,02,5,0010,1,OLIVER AV,,1,E,25,OLIVER ,AV,4,2893327,0
H708,02,5,0020,3,OLIVER AV,,1,E,25,OLIVER ,AV,4,2893328,0
H708,02,5,0030,1,OLIVER AV,,1,E,25,OLIVER ,AV,4,2893329,0
H709,02,5,0010,1,MARKET ST,,1,N,25,MARKET ,ST,4,2893330,0
H709,02,5,0020,1,MARKET ST,,1,N,25,MARKET ,ST,4,2893331,0
H709,02,5,0030,2,MARKET ST,,1,N,25,MARKET ,ST,4,2893332,0
H710,02,5,0010,2,SIXTH AV,,1,E,25,SIXTH ,AV,4,2893333,0
H710,02,5,0020,2,SIXTH AV,,1,E,25,SIXTH ,AV,4,2893334,0
H711,02,5,0010,2,COMMONWEALTH PL,,1,N,25,COMMONWEALTH ,PL,4,2893335,0
H711,02,5,0020,4,COMMONWEALTH PL,,1,N,25,COMMONWEALTH ,PL,4,2893336,0
H711,02,5,0030,4,COMMONWEALTH PL,,1,N,25,COMMONWEALTH ,PL,4,2893337,0
H712,02,5,0010,4,ELEVENTH ST,,1,N,25,ELEVENTH ,ST,4,2893338,0
H713,02,5,0010,2,DIAMOND ST,,1,E,25,DIAMOND ,ST,4,2893339,0
H714,02,5,0010,4,SIXTH AV,,1,E,25,SIXTH ,AV,4,2893340,0
H715,02,5,0010,3,CHATHAM SQ,,1,N,25,CHATHAM ,SQ,4,2893341,0
H715,02,5,0020,6,WASHINGTON PL,,1,N,25,WASHINGTON ,PL,4,2893342,0
H716,02,5,0010,2,FIRST AV,,1,E,25,FIRST ,AV,4,2893343,0
H716,02,5,0020,2,FIRST AV,,1,E,25,FIRST ,AV,4,2893344,0
H716,02,5,0030,2,B ST,,1,E,25,B ,ST,4,2893345,0
H717,02,5,0010,2,BOYD ST,,1,N,25,BOYD ,ST,4,2893346,0
H718,02,5,0010,4,TENTH ST,,1,N,25,TENTH ,ST,4,2893347,0
H718,02,5,0020,4,TENTH ST,,1,N,25,TENTH ,ST,4,2893348,0
H719,02,5,0010,2,FORT DUQUESNE BL,,1,E,25,FORT DUQUESNE ,BL,4,2893349,0
H719,02,5,0020,3,FORT DUQUESNE BL,,1,E,25,FORT DUQUESNE ,BL,4,2893350,0
H719,02,5,0030,3,FORT DUQUESNE BL,,1,E,25,FORT DUQUESNE ,BL,4,2893351,0
H719,02,5,0040,3,FORT DUQUESNE BL,,1,E,25,FORT DUQUESNE ,BL,4,2893352,0
H719,02,5,0050,2,FORT DUQUESNE BL,,1,E,25,FORT DUQUESNE ,BL,4,2893353,0
H719,02,5,0060,2,FORT DUQUESNE BL,,1,E,25,FORT DUQUESNE ,BL,4,2893354,0
H720,02,5,0010,2,MARKET SQ,,1,E,25,MARKET ,SQ,4,2893355,0
H720,02,5,0020,2,MARKET SQ,,1,E,25,MARKET ,SQ,4,2893356,0
H720,02,5,0030,2,MARKET SQ,,1,E,25,MARKET ,SQ,4,2893357,0
H798,02,5,0010,2,FORT DUQUESNE BL,,1,N,25,FORT DUQUESNE ,BL,4,2893370,0
H798,02,5,0020,2,FORT DUQUESNE BL,,1,N,25,FORT DUQUESNE ,BL,4,2893371,0
H798,02,5,0030,3,FORT DUQUESNE BL,,1,N,25,FORT DUQUESNE ,BL,4,2893372,0
H798,02,5,0040,3,FORT DUQUESNE BL,,1,N,25,FORT DUQUESNE ,BL,4,2893373,0
H798,02,5,0050,3,FORT DUQUESNE BL,,1,N,25,FORT DUQUESNE ,BL,4,2893374,0
H900,02,5,0010,3,SEVENTH AV,,1,N,25,SEVENTH ,AV,4,2893512,0
H900,02,5,0020,3,SEVENTH AV,,1,N,25,SEVENTH ,AV,4,2893513,0
H900,02,5,0030,4,SEVENTH AV,,1,N,25,SEVENTH ,AV,4,2893514,0
H900,02,5,0040,5,SEVENTH AV,,1,N,25,SEVENTH ,AV,4,2893515,0
H900,02,5,0044,5,SEVENTH AV/BK-2474,,1,N,25,SEVENTH AV/BK-2474,,4,2893516,0
H900,02,5,0046,5,SEVENTH AV,,1,N,25,SEVENTH ,AV,4,2893517,0
H900,02,5,0050,1,SEVENTH AV RAMP,,1,N,25,SEVENTH AV RAMP,,4,2893518,0
H901,02,5,0010,2,BEDFORD AVE RAMP BRIDGE,,1,N,25,BEDFORD AVE RAMP BRIDGE,,4,2893519,0
H934,02,5,0010,2,FULLERTON ST,,1,E,25,FULLERTON ,ST,4,2893535,0
0837,02,1,0560,2,EAST CARSON ST,PA,1,N,25,EAST CARSON ,ST,2,2904389,0
0837,02,1,0561,2,EAST CARSON ST,PA,2,S,25,EAST CARSON ,ST,2,2904390,0
0837,02,1,0570,2,EAST CARSON ST,PA,1,N,35,EAST CARSON ,ST,2,2904391,0
0837,02,1,0571,2,EAST CARSON ST,PA,2,S,35,EAST CARSON ,ST,2,2904392,0
0837,02,1,0580,2,WEST CARSON ST,PA,1,N,35,WEST CARSON ,ST,2,2904393,0
0837,02,1,0581,2,WEST CARSON ST,PA,2,S,35,WEST CARSON ,ST,2,2904394,0
0837,02,1,0590,2,WEST CARSON ST,PA,1,N,35,WEST CARSON ,ST,2,2904395,0
0376,02,1,0715,3,PENN LINCOLN PY,I,2,W,55,PENN LINCOLN ,PY,1,2905948,0
3069,02,1,0110,2,LIBERTY BR,,1,N,45,LIBERTY ,BR,2,2905951,0
3069,02,1,0111,3,LIBERTY BR,,2,S,45,LIBERTY ,BR,2,2905952,0
8067,02,1,0010,2,RAMP B-2/LIBERTY BR.,,1,S,30,RAMP B-2/LIBERTY BR.,,2,2905959,0
2146,02,1,0010,2,BIGELOW BL,,1,E,25,BIGELOW ,BL,2,2908187,0
8067,02,1,0750,2,RAMP A-2/LIBERTY BR.,,1,E,30,RAMP A-2/LIBERTY BR.,,2,2908210,0
H930,02,5,0002,4,WYLIE AV,,1,N,25,WYLIE ,AV,4,2910736,0
H930,02,5,0010,4,WYLIE AV,,1,N,25,WYLIE ,AV,4,2910737,0
8078,02,1,0252,1,CROSSTOWN BL INT/RP G RD,,1,S,20,CROSSTOWN BL INT/RP G ,RD,2,3419556,0
8078,02,1,0262,1,CROSSTOWN BL INT/RP D RD,,1,N,20,CROSSTOWN BL INT/RP D ,RD,2,3419557,0
8078,02,1,0512,1,CRSTWN BL IT/RP TO 7TH AV,,1,S,20,CRSTWN BL IT/RP TO 7TH ,AV,2,3421958,0
8078,02,1,0514,1,BEDFORD AV/RAMP F RD,,1,S,20,BEDFORD AV/RAMP F ,RD,2,3421959,0
8094,02,1,0252,1,STANWIX ST INT/RMP 500 RD,,1,W,20,STANWIX ST INT/RMP 500 ,RD,2,3469889,0
8094,02,1,0502,1,STANWIX ST INT/RMP 250 RD,,1,W,20,STANWIX ST INT/RMP 250 ,RD,2,3469890,0
AG97,02,4,0020,2,AMABELL ST,,1,B,25,AMABELL ,ST,4,3749144,0
AG97,02,4,0030,2,AMABELL ST,,1,B,25,AMABELL ,ST,4,3749145,0
AGA9,02,4,0010,2,ARCENA ST,,1,B,25,ARCENA ,ST,4,3749263,0
AGAQ,02,4,0010,2,ARTHUR ST,,1,B,25,ARTHUR ,ST,4,3749308,0
AGAQ,02,4,0020,2,ARTHUR ST,,1,B,25,ARTHUR ,ST,4,3749309,0
AGEC,02,4,0020,2,BERTHA ST,,1,B,25,BERTHA ,ST,4,3749672,0
AGEC,02,4,0030,2,BERTHA ST,,1,B,25,BERTHA ,ST,4,3749673,0
AGEN,02,4,0010,2,BIGELOW SQ,,1,B,25,BIGELOW ,SQ,4,3749704,0
AGER,02,4,0020,2,BIGHAM ST,,1,B,25,BIGHAM ,ST,4,3749722,0
AGER,02,4,0030,2,BIGHAM ST,,1,B,25,BIGHAM ,ST,4,3749723,0
AGER,02,4,0040,2,BIGHAM ST,,1,B,25,BIGHAM ,ST,4,3749724,0
AGG1,02,4,0010,2,BOYD ST,,1,B,25,BOYD ,ST,4,3749832,0
AGJH,02,4,0010,2,CASSATT ST,,1,B,25,CASSATT ,ST,4,3750218,0
AGJH,02,4,0020,2,CASSATT ST,,1,B,25,CASSATT ,ST,4,3750219,0
AGKO,02,4,0010,2,CHATHAM ST,,1,B,25,CHATHAM ,ST,4,3750336,0
AGKX,02,4,0010,2,CHERRY WY,,1,B,25,CHERRY ,WY,4,3750369,0
AGKX,02,4,0020,2,CHERRY WY,,1,B,25,CHERRY ,WY,4,3750370,0
AGM6,02,4,0010,2,CLIFF ST,,1,B,25,CLIFF ,ST,4,3750480,0
AGM6,02,4,0020,2,CLIFF ST,,1,B,25,CLIFF ,ST,4,3750481,0
AGM6,02,4,0030,2,CLIFF ST,,1,B,25,CLIFF ,ST,4,3750482,0
AGN6,02,4,0010,2,COLWELL ST,,1,B,25,COLWELL ,ST,4,3750624,0
AGN6,02,4,0020,2,COLWELL ST,,1,B,25,COLWELL ,ST,4,3750625,0
AGN6,02,4,0030,2,COLWELL ST,,1,B,25,COLWELL ,ST,4,3750626,0
AGN6,02,4,0040,2,COLWELL ST,,1,B,25,COLWELL ,ST,4,3750627,0
AGN6,02,4,0050,2,COLWELL ST,,1,B,25,COLWELL ,ST,4,3750628,0
AGO6,02,4,0010,2,COURT PL,,1,B,25,COURT ,PL,4,3750726,0
AGTQ,02,4,0010,2,EDNA ST,,1,B,25,EDNA ,ST,4,3751318,0
AGTQ,02,4,0020,2,EDNA ST,,1,B,25,EDNA ,ST,4,3751319,0
AGTV,02,4,0010,2,EIGHTH ST,,1,B,25,EIGHTH ,ST,4,3751329,0
AGVI,02,4,0010,2,ENOCH ST,,1,B,25,ENOCH ,ST,4,3751506,0
AGVI,02,4,0020,2,ENOCH ST,,1,B,25,ENOCH ,ST,4,3751507,0
AGVI,02,4,0030,2,ENOCH ST,,1,B,25,ENOCH ,ST,4,3751508,0
AGVW,02,4,0010,2,ETNA ST,,1,B,25,ETNA ,ST,4,3751553,0
AGXS,02,4,0010,2,FETZER ST,,1,B,25,FETZER ,ST,4,3751778,0
AGXV,02,4,0010,2,FIFTEENTH ST,,1,B,25,FIFTEENTH ,ST,4,3751789,0
AGYG,02,4,0010,2,FIRST AV,,1,B,25,FIRST ,AV,4,3751892,0
